동이름,2008~2009,2009~2010,2010~2011,2011~2012,2012~2013,2013~2014,2014~2015,2015~2016,2016~2017
신사동,-0.638,28.136,-24.192,28.011,0.831,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-0.237,-1.294,-1.495
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-0.237,-1.294,-32.005
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-0.237,-31.98,42.945
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-0.237,-31.98,-1.33
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-31.324,43.387,-1.495
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-31.324,43.387,-32.005
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-31.324,-1.19,42.945
신사동,-0.638,28.136,-24.192,28.011,-26.063,36.891,-31.324,-1.19,-1.33
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,41.132,-1.294,-1.495
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,41.132,-1.294,-32.005
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,41.132,-31.98,42.945
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,41.132,-31.98,-1.33
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,-2.846,43.387,-1.495
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,-2.846,43.387,-32.005
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,-2.846,-1.19,42.945
신사동,-0.638,28.136,-24.192,28.011,-26.063,-3.235,-2.846,-1.19,-1.33
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-0.237,-1.294,-1.495
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-0.237,-1.294,-32.005
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-0.237,-31.98,42.945
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-0.237,-31.98,-1.33
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-31.324,43.387,-1.495
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-31.324,43.387,-32.005
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-31.324,-1.19,42.945
신사동,-0.638,28.136,-24.192,-2.702,32.66,0.379,-31.324,-1.19,-1.33
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,41.132,-1.294,-1.495
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,41.132,-1.294,-32.005
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,41.132,-31.98,42.945
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,41.132,-31.98,-1.33
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,-2.846,43.387,-1.495
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,-2.846,43.387,-32.005
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,-2.846,-1.19,42.945
신사동,-0.638,28.136,-24.192,-2.702,32.66,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-0.237,-1.294,-1.495
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-0.237,-1.294,-32.005
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-0.237,-31.98,42.945
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-0.237,-31.98,-1.33
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-31.324,43.387,-1.495
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-31.324,43.387,-32.005
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-31.324,-1.19,42.945
신사동,-0.638,28.136,-24.192,-2.702,-2.723,36.891,-31.324,-1.19,-1.33
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,41.132,-1.294,-1.495
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,41.132,-1.294,-32.005
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,41.132,-31.98,42.945
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,41.132,-31.98,-1.33
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,-2.846,43.387,-1.495
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,-2.846,43.387,-32.005
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,-2.846,-1.19,42.945
신사동,-0.638,28.136,-24.192,-2.702,-2.723,-3.235,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-0.237,-31.98,42.945
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-31.324,43.387,-1.495
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-31.324,43.387,-32.005
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-31.324,-1.19,42.945
신사동,-0.638,-0.754,21.662,2.984,0.831,0.379,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,41.132,-1.294,-1.495
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,41.132,-1.294,-32.005
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,41.132,-31.98,42.945
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,41.132,-31.98,-1.33
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,-2.846,43.387,-1.495
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,-2.846,43.387,-32.005
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,-2.846,-1.19,42.945
신사동,-0.638,-0.754,21.662,2.984,0.831,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-0.237,-31.98,42.945
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-31.324,43.387,-1.495
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-31.324,43.387,-32.005
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-31.324,-1.19,42.945
신사동,-0.638,-0.754,21.662,2.984,-26.063,36.891,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,41.132,-1.294,-1.495
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,41.132,-1.294,-32.005
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,41.132,-31.98,42.945
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,41.132,-31.98,-1.33
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,-2.846,43.387,-1.495
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,-2.846,43.387,-32.005
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,-2.846,-1.19,42.945
신사동,-0.638,-0.754,21.662,2.984,-26.063,-3.235,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-0.237,-31.98,42.945
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-31.324,43.387,-1.495
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-31.324,43.387,-32.005
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-31.324,-1.19,42.945
신사동,-0.638,-0.754,21.662,-21.725,32.66,0.379,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,41.132,-1.294,-1.495
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,41.132,-1.294,-32.005
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,41.132,-31.98,42.945
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,41.132,-31.98,-1.33
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,-2.846,43.387,-1.495
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,-2.846,43.387,-32.005
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,-2.846,-1.19,42.945
신사동,-0.638,-0.754,21.662,-21.725,32.66,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-0.237,-31.98,42.945
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-31.324,43.387,-1.495
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-31.324,43.387,-32.005
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-31.324,-1.19,42.945
신사동,-0.638,-0.754,21.662,-21.725,-2.723,36.891,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,41.132,-1.294,-1.495
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,41.132,-1.294,-32.005
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,41.132,-31.98,42.945
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,41.132,-31.98,-1.33
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,-2.846,43.387,-1.495
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,-2.846,43.387,-32.005
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,-2.846,-1.19,42.945
신사동,-0.638,-0.754,21.662,-21.725,-2.723,-3.235,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-0.237,-31.98,42.945
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-31.324,43.387,-1.495
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-31.324,43.387,-32.005
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-31.324,-1.19,42.945
신사동,-0.638,-0.754,-2.124,28.011,0.831,0.379,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,41.132,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,41.132,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,41.132,-31.98,42.945
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,41.132,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,-2.846,43.387,-1.495
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,-2.846,43.387,-32.005
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,-2.846,-1.19,42.945
신사동,-0.638,-0.754,-2.124,28.011,0.831,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-0.237,-31.98,42.945
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-31.324,43.387,-1.495
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-31.324,43.387,-32.005
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-31.324,-1.19,42.945
신사동,-0.638,-0.754,-2.124,28.011,-26.063,36.891,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,41.132,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,41.132,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,41.132,-31.98,42.945
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,41.132,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,-2.846,43.387,-1.495
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,-2.846,43.387,-32.005
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,-2.846,-1.19,42.945
신사동,-0.638,-0.754,-2.124,28.011,-26.063,-3.235,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-0.237,-31.98,42.945
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-31.324,43.387,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-31.324,43.387,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-31.324,-1.19,42.945
신사동,-0.638,-0.754,-2.124,-2.702,32.66,0.379,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,41.132,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,41.132,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,41.132,-31.98,42.945
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,41.132,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,-2.846,43.387,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,-2.846,43.387,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,-2.846,-1.19,42.945
신사동,-0.638,-0.754,-2.124,-2.702,32.66,-29.044,-2.846,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-0.237,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-0.237,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-0.237,-31.98,42.945
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-0.237,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-31.324,43.387,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-31.324,43.387,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-31.324,-1.19,42.945
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,36.891,-31.324,-1.19,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,41.132,-1.294,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,41.132,-1.294,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,41.132,-31.98,42.945
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,41.132,-31.98,-1.33
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,-2.846,43.387,-1.495
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,-2.846,43.387,-32.005
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,-2.846,-1.19,42.945
신사동,-0.638,-0.754,-2.124,-2.702,-2.723,-3.235,-2.846,-1.19,-1.33
논현1동,-0.126,1.763,-2.527,-3.515,-1.613,-1.792,-1.724,-1.739,-2.739
논현2동,-1.457,1.458,-3.63,-2.353,-0.583,-0.377,2.856,-1.919,-0.292
압구정1동,,,,,,,,,
압구정2동,,,,,,,,,
청담1동,,,,,,,,,
청담2동,,,,,,,,,
삼성1동,0.626,1.341,-1.215,-1.407,-1.217,-1.207,-1.703,-1.12,-1.068
삼성2동,19.162,3.177,0.214,-0.259,-1.256,-0.433,-2.571,-1.098,-4.423
대치1동,-0.019,-0.305,-20.0,-3.993,-0.112,-3.771,17.567,6.662,1.723
대치2동,68.229,-0.291,-3.188,-1.221,-1.584,1.433,-1.283,-1.168,-1.193
대치3동,,,,,,,,,
대치4동,0.369,0.076,0.587,-0.619,0.161,-0.971,-2.277,-1.563,-0.465
역삼1동,-0.866,1.269,-0.232,-2.239,-0.144,0.268,0.582,-0.398,0.631
역삼2동,1.677,8.967,0.155,1.366,-1.096,2.961,0.509,2.019,0.151
도곡1동,-0.821,0.175,4.934,-1.686,-0.144,-0.397,-0.704,1.604,-0.759
도곡2동,-0.009,2.013,0.032,-0.721,3.616,-0.036,-0.993,-1.056,-0.143
개포1동,-0.611,-0.45,6.384,-1.73,-2.073,-3.087,-2.089,-2.479,-4.966
개포2동,84.813,0.262,-1.839,-0.937,-1.977,-2.422,-18.288,-20.502,-32.503
개포3동,,,,,,,,,
개포4동,-0.226,1.661,-1.808,-1.577,-1.402,-1.634,-4.496,-16.196,-0.135
일원본동,0.261,0.483,-0.837,-0.531,-0.685,8.433,1.42,-0.97,-0.307
일원1동,-1.479,0.512,-1.684,-0.733,-2.67,-3.079,-1.415,-1.997,-0.967
일원2동,-0.895,-0.527,-1.023,-2.134,-2.03,-1.716,-10.152,-0.608,-0.321
수서동,-1.855,0.193,-1.966,-2.733,-2.05,-2.56,-2.067,6.204,0.473
세곡동,2.964,-4.171,99.923,38.702,32.896,87.563,20.639,2.406,1.301
풍납1동,-2.194,-0.11,-1.849,-2.756,-2.643,-2.119,-1.324,-3.983,-5.756
풍납2동,-1.35,-0.539,-1.59,-0.225,-1.686,-0.984,-2.875,-5.198,-1.765
거여1동,-1.597,0.557,-1.492,-0.581,-1.337,-2.502,-1.577,-2.981,-8.853
거여2동,-2.505,-0.622,-2.851,-1.499,-2.224,-1.88,-11.724,-18.638,-8.639
마천1동,-1.229,0.192,24.605,-0.616,-3.155,-2.428,0.302,-1.475,-3.775
마천2동,-1.168,0.314,-2.923,-2.241,-0.957,-2.076,-0.5,-2.56,-1.283
방이1동,-0.644,-0.682,-0.709,-1.071,-3.047,-0.732,-1.119,-1.559,2.445
방이2동,-0.667,1.366,-1.001,0.761,-0.66,-0.68,-0.015,-1.555,0.605
오륜동,-1.577,-1.245,-0.464,-1.048,-0.382,-0.994,-0.572,-1.425,-0.771
오금동,0.509,0.141,-1.578,-0.898,-1.216,-1.912,-0.674,-0.595,2.757
송파1동,-1.885,0.982,-1.599,0.183,-0.276,-1.838,-0.883,-1.216,-1.493
송파2동,-3.155,-0.345,-0.376,10.815,-0.345,-1.553,-0.987,-1.351,-2.275
석촌동,-0.867,-0.375,-1.496,0.474,-0.177,-0.878,-0.566,-0.163,-2.117
삼전동,-0.344,1.199,-1.084,-0.376,-0.184,-2.005,-0.62,-1.289,-0.671
가락본동,-1.362,0.35,-0.902,-0.425,-1.211,-1.621,-0.735,-1.809,-0.507
가락1동,-3.513,1.179,-1.242,-57.72,-73.388,-29.475,-21.746,-5.165,-1.416
가락2동,0.389,0.341,-1.066,-0.316,-1.042,-1.142,-0.121,-1.044,-1.092
문정1동,-0.691,0.121,-1.153,-0.62,-0.33,-1.292,-1.653,-1.604,-0.24
문정2동,-1.732,-1.121,-1.25,-1.017,13.369,0.387,3.668,27.725,14.545
장지동,8.209,1.926,0.109,0.04,7.637,13.985,-22.186,-0.267,-1.722
잠실본동,-0.982,0.732,-2.367,-0.226,-0.864,-0.386,-0.216,-2.301,-0.961
잠실4동,19.842,1.106,0.389,-0.731,-0.762,-1.372,0.266,-1.261,-0.341
잠실6동,2.984,0.697,-1.047,-0.797,3.253,-0.839,-0.123,-0.769,-1.464
잠실7동,0.326,1.577,-0.849,-0.599,-1.371,-1.616,-0.391,0.796,-0.685
잠실2동,40.148,3.206,0.587,-0.204,0.372,-1.182,0.636,-0.486,0.353
잠실3동,0.176,1.353,-0.911,-0.38,-0.547,-0.298,-0.199,-0.073,-0.801
강일동,3578.049,10.365,57.363,1.921,-0.556,-0.985,-0.424,0.979,-1.979
상일동,-3.316,0.236,-2.771,-0.68,-1.619,-2.156,-8.921,-47.877,-22.43
명일1동,-1.736,0.483,-0.845,-0.817,-0.793,-1.204,-16.539,-1.682,-1.854
명일2동,-0.445,-0.561,-0.998,0.612,-0.803,-0.672,-0.596,-0.905,-1.584
고덕1동,6.549,5.173,-2.826,-24.686,-2.216,-1.945,-1.705,-1.39,69.151
고덕2동,-6.284,-0.048,-2.479,-1.143,-1.993,-4.472,-45.763,-5.953,-5.096
암사2동,0.915,0.493,-0.829,0.903,-0.442,-0.881,-0.938,-4.066,-3.296
암사3동,17.605,-0.314,-0.779,-0.821,0.681,-0.77,0.965,0.229,-1.374
천호1동,-2.348,0.506,-2.347,-1.725,-2.071,-2.478,-3.065,-0.273,0.653
천호3동,-4.557,-2.163,-1.793,-1.1,-1.891,-1.342,-0.222,-0.729,9.034
성내1동,-0.223,2.098,-5.552,-2.601,-1.663,-0.444,-0.34,6.791,1.029
성내2동,-1.92,0.677,-1.399,0.122,-0.961,-1.182,-1.339,-0.946,-0.046
성내3동,-0.409,1.383,-0.222,0.055,-0.371,-0.807,-0.525,-2.227,-0.374
둔촌1동,-2.387,-1.035,-1.527,-0.9,-1.767,-1.859,-1.362,-2.85,-89.329
둔촌2동,-0.169,8.439,-1.125,-0.463,-0.226,-0.808,-1.23,-0.787,0.556
암사1동,-1.15,0.563,-1.782,-0.21,-0.988,-1.81,-1.4,0.622,1.174
천호2동,-0.351,0.679,-2.347,-0.135,-1.164,-2.119,-0.432,-2.533,1.564
길동,-1.888,1.549,-1.759,-0.671,0.169,0.101,0.386,-0.553,-1.966
