,기간,자치구,동,계,1인가구,2인가구,3인가구,4인가구,5인가구,6인이상가구
303,2010,금천구,시흥3동,4177.0,735.0,996.0,1063.0,1019.0,268.0,96.0
304,2010,금천구,시흥4동,8211.0,1687.0,1815.0,1927.0,2073.0,534.0,175.0
305,2010,금천구,시흥5동,8404.0,1972.0,1844.0,1894.0,1930.0,580.0,184.0
307,2010,영등포구,여의도동,10789.0,1676.0,2639.0,2876.0,2697.0,695.0,206.0
308,2010,영등포구,당산1동,7411.0,1989.0,1858.0,1589.0,1443.0,414.0,118.0
309,2010,영등포구,당산2동,11629.0,2866.0,2524.0,2592.0,2711.0,714.0,222.0
310,2010,영등포구,양평1동,6101.0,1540.0,1506.0,1469.0,1165.0,314.0,107.0
311,2010,영등포구,양평2동,6857.0,1188.0,1393.0,1678.0,1985.0,452.0,161.0
312,2010,영등포구,신길1동,8881.0,3318.0,2099.0,1554.0,1418.0,361.0,131.0
313,2010,영등포구,신길3동,6794.0,1650.0,1585.0,1475.0,1564.0,414.0,106.0
314,2010,영등포구,신길4동,4557.0,1094.0,1101.0,1042.0,984.0,270.0,66.0
315,2010,영등포구,신길5동,6056.0,1560.0,1446.0,1291.0,1325.0,333.0,101.0
316,2010,영등포구,신길6동,8542.0,1972.0,1998.0,1960.0,2018.0,470.0,124.0
317,2010,영등포구,신길7동,6038.0,1246.0,1290.0,1341.0,1638.0,437.0,86.0
318,2010,영등포구,대림1동,5750.0,1452.0,1338.0,1288.0,1250.0,328.0,94.0
319,2010,영등포구,대림2동,6505.0,1498.0,1783.0,1498.0,1283.0,335.0,108.0
320,2010,영등포구,대림3동,9437.0,1919.0,2225.0,2233.0,2294.0,591.0,175.0
321,2010,영등포구,영등포본동,9028.0,2390.0,2036.0,1943.0,1957.0,553.0,149.0
322,2010,영등포구,영등포동,6582.0,2963.0,1218.0,1075.0,917.0,298.0,111.0
323,2010,영등포구,도림동,7106.0,2177.0,1857.0,1504.0,1137.0,312.0,119.0
324,2010,영등포구,문래동,10574.0,1660.0,2416.0,2737.0,2861.0,693.0,207.0
326,2010,동작구,노량진2동,7528.0,3182.0,1727.0,1180.0,1087.0,270.0,82.0
327,2010,동작구,상도1동,15818.0,5599.0,3406.0,2995.0,2815.0,746.0,257.0
328,2010,동작구,상도2동,9269.0,2437.0,2106.0,2034.0,1987.0,535.0,170.0
329,2010,동작구,상도3동,8400.0,1926.0,1972.0,1958.0,1804.0,537.0,203.0
330,2010,동작구,상도4동,9919.0,2023.0,2326.0,2343.0,2345.0,677.0,205.0
331,2010,동작구,사당1동,9456.0,3108.0,2586.0,1779.0,1465.0,386.0,132.0
332,2010,동작구,사당3동,8451.0,1688.0,2010.0,2041.0,2005.0,545.0,162.0
333,2010,동작구,사당4동,5324.0,1128.0,1384.0,1256.0,1172.0,291.0,93.0
334,2010,동작구,사당5동,5423.0,1194.0,1274.0,1294.0,1241.0,320.0,100.0
335,2010,동작구,대방동,13417.0,3025.0,2712.0,2995.0,3498.0,914.0,273.0
336,2010,동작구,신대방1동,9089.0,2033.0,1983.0,1973.0,2297.0,639.0,164.0
337,2010,동작구,신대방2동,7073.0,1657.0,1545.0,1557.0,1674.0,478.0,162.0
338,2010,동작구,흑석동,12214.0,4158.0,2644.0,2312.0,2214.0,660.0,226.0
339,2010,동작구,노량진1동,13855.0,4894.0,2831.0,2621.0,2570.0,721.0,218.0
340,2010,동작구,사당2동,10508.0,2204.0,2695.0,2596.0,2266.0,550.0,197.0
342,2010,관악구,보라매동,9701.0,2689.0,2219.0,2140.0,1947.0,556.0,150.0
343,2010,관악구,청림동,5780.0,986.0,1439.0,1495.0,1412.0,342.0,106.0
344,2010,관악구,행운동,13596.0,6353.0,2793.0,2082.0,1753.0,471.0,144.0
345,2010,관악구,낙성대동,8452.0,4383.0,1632.0,1083.0,971.0,283.0,100.0
346,2010,관악구,중앙동,6135.0,2475.0,1417.0,1050.0,869.0,237.0,87.0
347,2010,관악구,인헌동,11882.0,4496.0,2561.0,2077.0,2050.0,513.0,185.0
348,2010,관악구,남현동,6774.0,1975.0,1714.0,1364.0,1281.0,340.0,100.0
349,2010,관악구,서원동,11222.0,4933.0,2703.0,1731.0,1391.0,324.0,140.0
350,2010,관악구,신원동,8163.0,2723.0,2189.0,1561.0,1250.0,349.0,91.0
351,2010,관악구,서림동,12955.0,7625.0,1955.0,1546.0,1299.0,399.0,131.0
352,2010,관악구,신사동,10798.0,4094.0,2504.0,1915.0,1743.0,432.0,110.0
353,2010,관악구,신림동,10403.0,6859.0,1844.0,886.0,585.0,170.0,59.0
354,2010,관악구,난향동,5895.0,989.0,1322.0,1474.0,1566.0,410.0,134.0
355,2010,관악구,조원동,6984.0,2564.0,1628.0,1293.0,1134.0,282.0,83.0
356,2010,관악구,대학동,15859.0,11422.0,1687.0,1195.0,1137.0,325.0,93.0
357,2010,관악구,은천동,12822.0,2932.0,3047.0,2972.0,2842.0,795.0,234.0
358,2010,관악구,성현동,11466.0,1760.0,2735.0,2848.0,3090.0,760.0,273.0
359,2010,관악구,청룡동,15709.0,7916.0,3128.0,2100.0,1912.0,496.0,157.0
360,2010,관악구,난곡동,10903.0,2516.0,2548.0,2597.0,2450.0,623.0,169.0
361,2010,관악구,삼성동,10133.0,2185.0,2408.0,2381.0,2255.0,702.0,202.0
362,2010,관악구,미성동,11727.0,2548.0,2457.0,2752.0,2973.0,773.0,224.0
364,2010,서초구,서초1동,7457.0,2374.0,1515.0,1537.0,1507.0,379.0,145.0
365,2010,서초구,서초2동,8117.0,2053.0,1759.0,1815.0,1903.0,448.0,139.0
366,2010,서초구,서초3동,9749.0,2349.0,2107.0,2166.0,2253.0,671.0,203.0
367,2010,서초구,서초4동,9359.0,1142.0,1828.0,2544.0,2997.0,686.0,162.0
368,2010,서초구,잠원동,12548.0,2985.0,2858.0,2871.0,3088.0,604.0,142.0
369,2010,서초구,반포본동,3614.0,313.0,703.0,964.0,1275.0,269.0,90.0
370,2010,서초구,반포1동,11402.0,3975.0,2372.0,2129.0,2147.0,598.0,181.0
371,2010,서초구,반포2동,6071.0,488.0,1142.0,1614.0,2138.0,533.0,156.0
372,2010,서초구,반포3동,7291.0,899.0,1484.0,1932.0,2389.0,483.0,104.0
373,2010,서초구,반포4동,6288.0,860.0,1363.0,1688.0,1729.0,514.0,134.0
374,2010,서초구,방배본동,6339.0,970.0,1354.0,1536.0,1816.0,492.0,171.0
375,2010,서초구,방배1동,5428.0,1059.0,1361.0,1300.0,1268.0,327.0,113.0
376,2010,서초구,방배2동,8476.0,1621.0,1931.0,2060.0,2110.0,571.0,183.0
377,2010,서초구,방배3동,7814.0,1178.0,1654.0,2067.0,2162.0,566.0,187.0
378,2010,서초구,방배4동,8033.0,1683.0,1779.0,1804.0,2027.0,553.0,187.0
379,2010,서초구,양재1동,9071.0,2310.0,2265.0,2032.0,1792.0,498.0,174.0
380,2010,서초구,양재2동,8211.0,2611.0,1800.0,1599.0,1610.0,464.0,127.0
381,2010,서초구,내곡동,1572.0,318.0,403.0,341.0,322.0,131.0,57.0
383,2010,강남구,신사동,7457.0,2271.0,1850.0,1511.0,1370.0,351.0,104.0
384,2010,강남구,논현1동,13261.0,7271.0,2962.0,1485.0,1115.0,329.0,99.0
385,2010,강남구,논현2동,10192.0,4526.0,2218.0,1599.0,1353.0,369.0,127.0
386,2010,강남구,삼성1동,5177.0,1239.0,1051.0,1217.0,1251.0,283.0,136.0
387,2010,강남구,삼성2동,11903.0,3801.0,2472.0,2442.0,2459.0,582.0,147.0
388,2010,강남구,대치1동,6785.0,277.0,926.0,1842.0,2833.0,759.0,148.0
389,2010,강남구,대치4동,9694.0,4436.0,1967.0,1505.0,1366.0,329.0,91.0
390,2010,강남구,역삼1동,18924.0,11361.0,3923.0,1763.0,1342.0,414.0,121.0
391,2010,강남구,역삼2동,12733.0,4061.0,2591.0,2555.0,2676.0,651.0,199.0
392,2010,강남구,도곡1동,6966.0,1472.0,1358.0,1662.0,1918.0,449.0,107.0
393,2010,강남구,도곡2동,9973.0,1200.0,2117.0,2742.0,3095.0,687.0,132.0
394,2010,강남구,개포1동,7687.0,1566.0,1744.0,1903.0,1962.0,432.0,80.0
395,2010,강남구,개포4동,8169.0,2171.0,1693.0,1757.0,1912.0,506.0,130.0
396,2010,강남구,일원본동,6680.0,744.0,1202.0,1666.0,2406.0,518.0,144.0
397,2010,강남구,일원1동,6589.0,1675.0,1545.0,1466.0,1372.0,417.0,114.0
398,2010,강남구,일원2동,6584.0,1334.0,1510.0,1627.0,1683.0,360.0,70.0
399,2010,강남구,수서동,7021.0,1996.0,2249.0,1550.0,958.0,216.0,52.0
400,2010,강남구,세곡동,1399.0,259.0,347.0,317.0,313.0,108.0,55.0
401,2010,강남구,압구정동,9111.0,1564.0,2292.0,2411.0,2205.0,486.0,153.0
402,2010,강남구,청담동,10126.0,2467.0,2190.0,2296.0,2352.0,632.0,189.0
403,2010,강남구,대치2동,12521.0,1456.0,1894.0,3234.0,4748.0,997.0,192.0
404,2010,강남구,개포2동,12013.0,2381.0,2671.0,2781.0,3264.0,795.0,121.0
406,2010,송파구,풍납1동,6988.0,1704.0,1645.0,1658.0,1506.0,349.0,126.0
407,2010,송파구,풍납2동,9403.0,1860.0,2018.0,2258.0,2493.0,603.0,171.0
408,2010,송파구,거여1동,4910.0,823.0,958.0,1182.0,1440.0,403.0,104.0
409,2010,송파구,거여2동,9667.0,1991.0,2148.0,2281.0,2471.0,620.0,156.0
410,2010,송파구,마천1동,6463.0,1554.0,1461.0,1472.0,1452.0,396.0,128.0
411,2010,송파구,마천2동,7653.0,1596.0,1697.0,1758.0,1911.0,538.0,153.0
412,2010,송파구,방이1동,4953.0,655.0,880.0,1209.0,1664.0,436.0,109.0
413,2010,송파구,방이2동,9466.0,2952.0,2111.0,2017.0,1720.0,492.0,174.0
414,2010,송파구,오륜동,5477.0,238.0,829.0,1553.0,2216.0,527.0,114.0
415,2010,송파구,오금동,11630.0,1672.0,2303.0,2983.0,3514.0,922.0,236.0
416,2010,송파구,송파1동,9458.0,2448.0,2260.0,2080.0,1973.0,518.0,179.0
417,2010,송파구,송파2동,5815.0,579.0,1020.0,1507.0,2031.0,535.0,143.0
418,2010,송파구,석촌동,13354.0,4027.0,3228.0,2789.0,2459.0,671.0,180.0
419,2010,송파구,삼전동,13702.0,4418.0,3312.0,2738.0,2457.0,585.0,192.0
420,2010,송파구,가락본동,9019.0,1652.0,1769.0,2225.0,2551.0,648.0,174.0
421,2010,송파구,가락1동,5567.0,1365.0,1335.0,1296.0,1277.0,248.0,46.0
422,2010,송파구,가락2동,10469.0,1192.0,1793.0,2621.0,3772.0,869.0,222.0
423,2010,송파구,문정1동,6899.0,1042.0,1407.0,1770.0,2026.0,503.0,151.0
424,2010,송파구,문정2동,4642.0,347.0,1023.0,1243.0,1538.0,398.0,93.0
425,2010,송파구,장지동,11689.0,1876.0,2474.0,2806.0,3273.0,1014.0,246.0
426,2010,송파구,잠실본동,12068.0,4120.0,2890.0,2272.0,2091.0,537.0,158.0
427,2010,송파구,잠실4동,9598.0,1010.0,2112.0,2696.0,2953.0,626.0,201.0
428,2010,송파구,잠실6동,5043.0,426.0,1095.0,1375.0,1596.0,419.0,132.0
429,2010,송파구,잠실7동,3135.0,233.0,704.0,851.0,1034.0,255.0,58.0
430,2010,송파구,잠실2동,11104.0,1403.0,2066.0,2828.0,3856.0,750.0,201.0
431,2010,송파구,잠실3동,11254.0,1039.0,2264.0,3203.0,3636.0,882.0,230.0
433,2010,강동구,강일동,6387.0,609.0,1269.0,1741.0,2004.0,602.0,162.0
434,2010,강동구,상일동,8592.0,1048.0,1732.0,2322.0,2739.0,621.0,130.0
435,2010,강동구,명일1동,8553.0,1062.0,1603.0,2199.0,2839.0,694.0,156.0
436,2010,강동구,명일2동,5248.0,403.0,802.0,1360.0,2071.0,491.0,121.0
437,2010,강동구,고덕1동,7341.0,1177.0,1391.0,1859.0,2253.0,535.0,126.0
438,2010,강동구,고덕2동,6260.0,1355.0,1365.0,1487.0,1581.0,376.0,96.0
439,2010,강동구,암사2동,5219.0,791.0,1136.0,1391.0,1466.0,343.0,92.0
440,2010,강동구,암사3동,5538.0,455.0,992.0,1485.0,1996.0,474.0,136.0
441,2010,강동구,천호1동,10844.0,2540.0,2490.0,2549.0,2384.0,683.0,198.0
442,2010,강동구,천호3동,10614.0,3748.0,2433.0,2131.0,1666.0,472.0,164.0
443,2010,강동구,성내1동,6550.0,959.0,1355.0,1708.0,1891.0,503.0,134.0
444,2010,강동구,성내2동,10417.0,3238.0,2659.0,2096.0,1810.0,467.0,147.0
445,2010,강동구,성내3동,8419.0,1708.0,1930.0,2058.0,2031.0,515.0,177.0
446,2010,강동구,둔촌1동,5870.0,475.0,962.0,1608.0,2328.0,436.0,61.0
447,2010,강동구,둔촌2동,9091.0,1325.0,1804.0,2320.0,2718.0,733.0,191.0
448,2010,강동구,암사1동,13709.0,3395.0,3045.0,3130.0,3113.0,785.0,241.0
449,2010,강동구,천호2동,14152.0,4265.0,3315.0,2992.0,2648.0,694.0,238.0
450,2010,강동구,길동,16826.0,3166.0,3627.0,4293.0,4282.0,1105.0,353.0
451,,,,,,,,,,
1,2015,합계,합계,3784490.0,1115744.0,930467.0,817440.0,701945.0,169436.0,49458.0
3,2015,종로구,사직동,3562.0,1125.0,1006.0,731.0,500.0,145.0,55.0
4,2015,종로구,삼청동,1092.0,363.0,296.0,214.0,151.0,45.0,23.0
5,2015,종로구,부암동,3841.0,995.0,1082.0,836.0,660.0,190.0,78.0
6,2015,종로구,평창동,6310.0,1252.0,1709.0,1573.0,1248.0,388.0,140.0
7,2015,종로구,무악동,2823.0,508.0,698.0,734.0,692.0,153.0,38.0
8,2015,종로구,교남동,1888.0,653.0,523.0,339.0,288.0,66.0,15.0
9,2015,종로구,가회동,1843.0,590.0,507.0,371.0,261.0,90.0,24.0
10,2015,종로구,종로1.2.3.4가동,3733.0,2299.0,820.0,321.0,208.0,56.0,29.0
11,2015,종로구,종로5·6가동,2376.0,1100.0,597.0,335.0,258.0,73.0,10.0
12,2015,종로구,이화동,3981.0,1880.0,907.0,581.0,453.0,121.0,39.0
13,2015,종로구,창신1동,2465.0,1029.0,641.0,413.0,267.0,97.0,15.0
14,2015,종로구,창신2동,3774.0,1211.0,997.0,731.0,606.0,174.0,55.0
15,2015,종로구,창신3동,2635.0,508.0,714.0,691.0,506.0,169.0,47.0
16,2015,종로구,숭인1동,2740.0,931.0,734.0,522.0,408.0,108.0,37.0
17,2015,종로구,숭인2동,4478.0,2206.0,1080.0,598.0,450.0,113.0,31.0
18,2015,종로구,청운효자동,4920.0,1232.0,1258.0,1104.0,965.0,260.0,101.0
19,2015,종로구,혜화동,9119.0,4894.0,1745.0,1178.0,919.0,287.0,96.0
21,2015,중구,소공동,517.0,263.0,122.0,76.0,41.0,9.0,6.0
22,2015,중구,회현동,2343.0,1174.0,575.0,313.0,208.0,51.0,22.0
23,2015,중구,명동,1191.0,657.0,257.0,158.0,93.0,19.0,5.0
24,2015,중구,필동,2168.0,1199.0,472.0,264.0,167.0,46.0,20.0
25,2015,중구,장충동,2675.0,1403.0,597.0,347.0,225.0,81.0,22.0
26,2015,중구,광희동,2269.0,1133.0,561.0,293.0,215.0,51.0,13.0
27,2015,중구,을지로동,914.0,589.0,209.0,64.0,37.0,13.0,0.0
28,2015,중구,신당5동,4143.0,1492.0,1041.0,781.0,596.0,184.0,49.0
29,2015,중구,황학동,5301.0,2128.0,1360.0,926.0,656.0,176.0,55.0
30,2015,중구,중림동,3541.0,1322.0,914.0,661.0,471.0,123.0,50.0
31,2015,중구,신당동,3401.0,1613.0,806.0,497.0,353.0,103.0,29.0
32,2015,중구,다산동,6103.0,2000.0,1681.0,1156.0,908.0,265.0,93.0
33,2015,중구,약수동,7118.0,1887.0,2111.0,1623.0,1140.0,266.0,91.0
34,2015,중구,청구동,5747.0,1613.0,1570.0,1218.0,1008.0,258.0,80.0
35,2015,중구,동화동,3774.0,688.0,881.0,1015.0,869.0,234.0,87.0
37,2015,용산구,후암동,7184.0,2411.0,1850.0,1420.0,1122.0,306.0,75.0
38,2015,용산구,용산2가동,4820.0,1711.0,1348.0,933.0,612.0,168.0,48.0
39,2015,용산구,남영동,3919.0,2403.0,793.0,373.0,261.0,67.0,18.0
40,2015,용산구,원효로2동,5418.0,1290.0,1354.0,1299.0,1092.0,304.0,79.0
41,2015,용산구,효창동,3430.0,804.0,946.0,784.0,640.0,187.0,69.0
42,2015,용산구,용문동,4626.0,1098.0,1285.0,1048.0,909.0,228.0,58.0
43,2015,용산구,이촌1동,8490.0,1227.0,2265.0,2385.0,2033.0,438.0,142.0
44,2015,용산구,이촌2동,3370.0,684.0,1088.0,817.0,580.0,141.0,60.0
45,2015,용산구,이태원1동,3056.0,1328.0,804.0,519.0,288.0,83.0,34.0
46,2015,용산구,이태원2동,4058.0,1599.0,1139.0,687.0,469.0,120.0,44.0
47,2015,용산구,서빙고동,4541.0,1036.0,1157.0,1067.0,944.0,265.0,72.0
48,2015,용산구,보광동,6952.0,2882.0,1753.0,1211.0,834.0,209.0,63.0
49,2015,용산구,청파동,9567.0,4393.0,2144.0,1512.0,1109.0,319.0,90.0
50,2015,용산구,원효로1동,5599.0,1939.0,1503.0,1125.0,798.0,181.0,53.0
51,2015,용산구,한강로동,6194.0,2377.0,1842.0,1112.0,664.0,159.0,40.0
52,2015,용산구,한남동,9089.0,3843.0,2505.0,1534.0,867.0,261.0,79.0
54,2015,성동구,왕십리2동,6044.0,1776.0,1432.0,1375.0,1098.0,271.0,92.0
55,2015,성동구,마장동,9414.0,2997.0,2243.0,1965.0,1671.0,387.0,151.0
56,2015,성동구,사근동,6976.0,4322.0,1198.0,688.0,546.0,170.0,52.0
57,2015,성동구,행당1동,5927.0,2015.0,1467.0,1161.0,957.0,250.0,77.0
58,2015,성동구,행당2동,8727.0,1405.0,2262.0,2345.0,2151.0,435.0,129.0
59,2015,성동구,응봉동,5572.0,864.0,1404.0,1471.0,1376.0,345.0,112.0
60,2015,성동구,금호1가동,4876.0,1091.0,1288.0,1219.0,969.0,227.0,82.0
61,2015,성동구,금호4가동,5438.0,1337.0,1515.0,1373.0,952.0,196.0,65.0
62,2015,성동구,성수1가1동,6432.0,1833.0,1577.0,1384.0,1299.0,268.0,71.0
63,2015,성동구,성수1가2동,7079.0,2522.0,1766.0,1348.0,1097.0,263.0,83.0
64,2015,성동구,성수2가1동,7682.0,2645.0,1839.0,1586.0,1209.0,294.0,109.0
65,2015,성동구,성수2가3동,4719.0,1701.0,1144.0,882.0,708.0,217.0,67.0
66,2015,성동구,송정동,4982.0,1977.0,1175.0,880.0,737.0,172.0,41.0
67,2015,성동구,용답동,6777.0,2699.0,1642.0,1196.0,945.0,218.0,77.0
68,2015,성동구,왕십리도선동,7620.0,2292.0,1862.0,1668.0,1348.0,347.0,103.0
69,2015,성동구,금호2.3가동,8188.0,1921.0,2217.0,2000.0,1548.0,376.0,126.0
70,2015,성동구,옥수동,8266.0,1862.0,2384.0,2081.0,1514.0,312.0,113.0
72,2015,광진구,화양동,15466.0,11126.0,2297.0,1057.0,747.0,183.0,56.0
73,2015,광진구,군자동,10846.0,5696.0,2128.0,1498.0,1157.0,275.0,92.0
74,2015,광진구,중곡1동,6749.0,2490.0,1823.0,1254.0,904.0,203.0,75.0
75,2015,광진구,중곡2동,8830.0,2870.0,2244.0,1806.0,1482.0,328.0,100.0
76,2015,광진구,중곡3동,7229.0,2478.0,1822.0,1485.0,1113.0,263.0,68.0
77,2015,광진구,중곡4동,11624.0,3049.0,2888.0,2731.0,2223.0,554.0,179.0
78,2015,광진구,능동,5607.0,2796.0,1278.0,809.0,535.0,141.0,48.0
79,2015,광진구,구의1동,10309.0,4587.0,2359.0,1715.0,1240.0,325.0,83.0
80,2015,광진구,구의2동,9358.0,2474.0,2371.0,2109.0,1789.0,466.0,149.0
81,2015,광진구,구의3동,10431.0,2445.0,2487.0,2581.0,2324.0,448.0,146.0
82,2015,광진구,광장동,11113.0,1411.0,2020.0,3079.0,3727.0,688.0,188.0
83,2015,광진구,자양1동,9762.0,3950.0,2269.0,1706.0,1375.0,358.0,104.0
84,2015,광진구,자양2동,9896.0,2525.0,2384.0,2383.0,1973.0,481.0,150.0
85,2015,광진구,자양3동,10067.0,1755.0,2317.0,2659.0,2613.0,573.0,150.0
86,2015,광진구,자양4동,10431.0,4558.0,2425.0,1731.0,1309.0,309.0,99.0
88,2015,동대문구,회기동,6566.0,4030.0,1093.0,705.0,558.0,143.0,37.0
89,2015,동대문구,휘경1동,6954.0,3395.0,1512.0,1037.0,739.0,211.0,60.0
90,2015,동대문구,휘경2동,10223.0,3616.0,2202.0,1959.0,1877.0,410.0,159.0
91,2015,동대문구,청량리동,9133.0,3060.0,2511.0,1738.0,1327.0,371.0,126.0
92,2015,동대문구,용신동,13654.0,5803.0,3356.0,2256.0,1644.0,456.0,139.0
93,2015,동대문구,제기동,11371.0,4542.0,2877.0,1900.0,1503.0,413.0,136.0
94,2015,동대문구,전농1동,12819.0,4986.0,2935.0,2414.0,1873.0,469.0,142.0
95,2015,동대문구,전농2동,7261.0,1491.0,1783.0,1828.0,1597.0,416.0,146.0
96,2015,동대문구,답십리1동,9885.0,3042.0,2323.0,2119.0,1769.0,464.0,168.0
97,2015,동대문구,답십리2동,10325.0,2262.0,2658.0,2499.0,2190.0,529.0,187.0
98,2015,동대문구,장안1동,13675.0,3841.0,3275.0,3041.0,2598.0,647.0,273.0
99,2015,동대문구,장안2동,11269.0,2668.0,2621.0,2738.0,2414.0,626.0,202.0
100,2015,동대문구,이문1동,15227.0,7966.0,3001.0,2071.0,1620.0,414.0,155.0
101,2015,동대문구,이문2동,8315.0,2182.0,2009.0,1831.0,1673.0,460.0,160.0
103,2015,중랑구,면목2동,10703.0,3369.0,2745.0,2238.0,1777.0,438.0,136.0
104,2015,중랑구,면목4동,8295.0,2292.0,2207.0,1892.0,1425.0,366.0,113.0
105,2015,중랑구,면목5동,4602.0,1397.0,1230.0,993.0,735.0,191.0,56.0
106,2015,중랑구,면목7동,9302.0,2839.0,2401.0,1999.0,1544.0,389.0,130.0
107,2015,중랑구,상봉1동,8922.0,1748.0,2062.0,2264.0,2207.0,506.0,135.0
108,2015,중랑구,상봉2동,8379.0,3707.0,2112.0,1375.0,913.0,188.0,84.0
109,2015,중랑구,중화1동,7604.0,1675.0,2079.0,1874.0,1498.0,361.0,117.0
110,2015,중랑구,중화2동,12234.0,4774.0,3181.0,2214.0,1563.0,412.0,90.0
111,2015,중랑구,묵1동,12134.0,2549.0,3009.0,3077.0,2595.0,713.0,191.0
112,2015,중랑구,묵2동,7659.0,2390.0,1973.0,1605.0,1238.0,361.0,92.0
113,2015,중랑구,망우3동,7150.0,2216.0,1905.0,1528.0,1147.0,254.0,100.0
114,2015,중랑구,신내1동,12987.0,1610.0,2963.0,3325.0,3676.0,1118.0,295.0
115,2015,중랑구,신내2동,8534.0,1771.0,2315.0,2145.0,1809.0,386.0,108.0
116,2015,중랑구,면목본동,14836.0,5225.0,3793.0,2878.0,2251.0,534.0,155.0
117,2015,중랑구,면목3.8동,11422.0,3756.0,2944.0,2350.0,1817.0,398.0,157.0
118,2015,중랑구,망우본동,12774.0,3820.0,3329.0,2771.0,2168.0,530.0,156.0
120,2015,성북구,돈암1동,6017.0,1273.0,1639.0,1451.0,1247.0,325.0,82.0
121,2015,성북구,돈암2동,7372.0,965.0,1717.0,1977.0,2009.0,537.0,167.0
122,2015,성북구,안암동,9119.0,5492.0,1563.0,1036.0,775.0,197.0,56.0
123,2015,성북구,보문동,6139.0,2403.0,1436.0,1127.0,900.0,215.0,58.0
124,2015,성북구,정릉1동,6769.0,1527.0,1597.0,1713.0,1439.0,347.0,146.0
125,2015,성북구,정릉2동,8676.0,1948.0,2203.0,2127.0,1770.0,478.0,150.0
126,2015,성북구,정릉3동,7112.0,2874.0,1681.0,1217.0,990.0,253.0,97.0
127,2015,성북구,정릉4동,9775.0,2195.0,2512.0,2391.0,2004.0,513.0,160.0
128,2015,성북구,길음1동,11980.0,1636.0,2655.0,3332.0,3398.0,711.0,248.0
129,2015,성북구,길음2동,6065.0,1666.0,1540.0,1344.0,1160.0,258.0,97.0
130,2015,성북구,월곡1동,9655.0,1911.0,2349.0,2377.0,2275.0,571.0,172.0
131,2015,성북구,월곡2동,8247.0,2736.0,1857.0,1755.0,1397.0,373.0,129.0
132,2015,성북구,장위1동,8398.0,2012.0,2254.0,1930.0,1645.0,424.0,133.0
133,2015,성북구,장위2동,7644.0,1989.0,2128.0,1683.0,1364.0,384.0,96.0
134,2015,성북구,장위3동,5194.0,1338.0,1387.0,1167.0,967.0,254.0,81.0
135,2015,성북구,성북동,7026.0,2569.0,1817.0,1220.0,1013.0,295.0,112.0
136,2015,성북구,삼선동,11391.0,4382.0,2664.0,2026.0,1749.0,438.0,132.0
137,2015,성북구,동선동,8183.0,4376.0,1691.0,1055.0,762.0,228.0,71.0
138,2015,성북구,종암동,15619.0,4419.0,3608.0,3486.0,3118.0,758.0,230.0
139,2015,성북구,석관동,13876.0,4294.0,3465.0,3014.0,2375.0,559.0,169.0
141,2015,강북구,번1동,8924.0,3723.0,2164.0,1531.0,1151.0,270.0,85.0
142,2015,강북구,번2동,6955.0,1635.0,2114.0,1642.0,1158.0,309.0,97.0
143,2015,강북구,번3동,7243.0,1479.0,2066.0,1814.0,1362.0,398.0,124.0
144,2015,강북구,수유1동,8725.0,2664.0,2306.0,1854.0,1421.0,369.0,111.0
145,2015,강북구,수유2동,8256.0,1978.0,2336.0,1965.0,1460.0,388.0,129.0
146,2015,강북구,수유3동,10033.0,3877.0,2600.0,1866.0,1257.0,313.0,120.0
147,2015,강북구,삼양동,10921.0,2836.0,2990.0,2460.0,1965.0,523.0,147.0
148,2015,강북구,미아동,9625.0,3486.0,2439.0,1877.0,1374.0,337.0,112.0
149,2015,강북구,송중동,11854.0,3626.0,3077.0,2493.0,1979.0,506.0,173.0
150,2015,강북구,송천동,11850.0,3866.0,3119.0,2388.0,1851.0,486.0,140.0
151,2015,강북구,삼각산동,11225.0,1690.0,2554.0,2952.0,3144.0,701.0,184.0
152,2015,강북구,우이동,7817.0,1844.0,2295.0,1858.0,1289.0,387.0,144.0
153,2015,강북구,인수동,12238.0,3083.0,3441.0,2885.0,2122.0,514.0,193.0
