,기간,자치구,동,계,1인가구,2인가구,3인가구,4인가구,5인가구,6인이상가구
155,2015,도봉구,쌍문1동,8113.0,1966.0,2111.0,1886.0,1587.0,422.0,141.0
156,2015,도봉구,쌍문2동,7842.0,1962.0,2141.0,1856.0,1455.0,317.0,111.0
157,2015,도봉구,쌍문3동,7155.0,2208.0,1858.0,1502.0,1201.0,298.0,88.0
158,2015,도봉구,쌍문4동,6788.0,970.0,1588.0,1862.0,1859.0,411.0,98.0
159,2015,도봉구,방학1동,11616.0,2977.0,3082.0,2621.0,2243.0,531.0,162.0
160,2015,도봉구,방학2동,8382.0,2172.0,2391.0,1911.0,1403.0,403.0,102.0
161,2015,도봉구,방학3동,9601.0,1049.0,2292.0,2773.0,2699.0,628.0,160.0
162,2015,도봉구,창1동,10142.0,2411.0,2649.0,2441.0,2105.0,429.0,107.0
163,2015,도봉구,창2동,10946.0,2219.0,2931.0,2768.0,2291.0,550.0,187.0
164,2015,도봉구,창3동,6037.0,1695.0,1597.0,1319.0,1091.0,265.0,70.0
165,2015,도봉구,창4동,9887.0,1656.0,2397.0,2552.0,2588.0,548.0,146.0
166,2015,도봉구,창5동,9171.0,1585.0,2347.0,2463.0,2177.0,464.0,135.0
167,2015,도봉구,도봉1동,8878.0,2424.0,2691.0,1938.0,1338.0,367.0,120.0
168,2015,도봉구,도봉2동,10423.0,2054.0,2928.0,2590.0,2162.0,505.0,184.0
170,2015,노원구,월계1동,9272.0,3236.0,2102.0,1824.0,1601.0,386.0,123.0
171,2015,노원구,월계2동,11137.0,2947.0,3107.0,2484.0,2033.0,429.0,137.0
172,2015,노원구,월계3동,12400.0,2505.0,3384.0,3233.0,2593.0,540.0,145.0
173,2015,노원구,공릉2동,15755.0,3903.0,3323.0,3710.0,3762.0,852.0,205.0
174,2015,노원구,하계1동,10522.0,2420.0,2523.0,2466.0,2478.0,527.0,108.0
175,2015,노원구,하계2동,8028.0,1119.0,1833.0,2111.0,2385.0,495.0,85.0
176,2015,노원구,중계본동,8494.0,1026.0,1639.0,2168.0,2823.0,685.0,153.0
177,2015,노원구,중계1동,8770.0,811.0,1482.0,2453.0,3319.0,603.0,102.0
178,2015,노원구,중계4동,7829.0,1550.0,1986.0,1905.0,1891.0,403.0,94.0
179,2015,노원구,상계1동,14507.0,2811.0,3522.0,3708.0,3387.0,833.0,246.0
180,2015,노원구,상계2동,7948.0,2073.0,1720.0,1887.0,1748.0,404.0,116.0
181,2015,노원구,상계5동,9278.0,2307.0,2443.0,2153.0,1788.0,447.0,140.0
182,2015,노원구,상계8동,8889.0,1349.0,2276.0,2497.0,2277.0,423.0,67.0
183,2015,노원구,상계9동,8070.0,1297.0,2005.0,2188.0,2123.0,389.0,68.0
184,2015,노원구,상계10동,7015.0,1364.0,1959.0,1831.0,1545.0,265.0,51.0
185,2015,노원구,상계3.4동,13242.0,3633.0,3573.0,2918.0,2326.0,622.0,170.0
186,2015,노원구,상계6.7동,12767.0,2814.0,3217.0,3239.0,2917.0,484.0,96.0
187,2015,노원구,중계2.3동,14562.0,3180.0,3980.0,3529.0,3082.0,644.0,147.0
188,2015,노원구,공릉1동,16351.0,5784.0,3865.0,3179.0,2674.0,665.0,184.0
190,2015,은평구,녹번동,12221.0,3580.0,3398.0,2603.0,2002.0,518.0,120.0
191,2015,은평구,불광1동,15457.0,3669.0,4328.0,3771.0,2835.0,663.0,191.0
192,2015,은평구,갈현1동,9527.0,2438.0,2701.0,2195.0,1674.0,406.0,113.0
193,2015,은평구,갈현2동,10620.0,2322.0,2888.0,2580.0,2104.0,555.0,171.0
194,2015,은평구,구산동,10861.0,1845.0,2906.0,2830.0,2419.0,633.0,228.0
195,2015,은평구,대조동,13457.0,4677.0,3717.0,2555.0,1893.0,468.0,147.0
196,2015,은평구,응암1동,12220.0,3527.0,3278.0,2615.0,2113.0,529.0,158.0
197,2015,은평구,응암2동,8505.0,2038.0,2282.0,2025.0,1628.0,406.0,126.0
198,2015,은평구,신사1동,9945.0,2089.0,2624.0,2558.0,1994.0,514.0,166.0
199,2015,은평구,신사2동,7786.0,1689.0,2125.0,1860.0,1610.0,384.0,118.0
200,2015,은평구,증산동,6985.0,1479.0,1923.0,1650.0,1468.0,362.0,103.0
201,2015,은평구,수색동,6295.0,1600.0,1778.0,1403.0,1124.0,294.0,96.0
202,2015,은평구,진관동,16259.0,2197.0,3455.0,3935.0,4759.0,1489.0,424.0
203,2015,은평구,불광2동,11294.0,3318.0,3244.0,2389.0,1769.0,453.0,121.0
204,2015,은평구,응암3동,10747.0,3538.0,2889.0,2164.0,1635.0,401.0,120.0
205,2015,은평구,역촌동,17573.0,3930.0,4801.0,4197.0,3482.0,900.0,263.0
207,2015,서대문구,천연동,7468.0,2195.0,1855.0,1621.0,1411.0,310.0,76.0
208,2015,서대문구,홍제1동,8821.0,2215.0,2431.0,2034.0,1643.0,379.0,119.0
209,2015,서대문구,홍제3동,7343.0,1977.0,1958.0,1670.0,1307.0,333.0,98.0
210,2015,서대문구,홍제2동,5419.0,1165.0,1486.0,1330.0,1106.0,256.0,76.0
211,2015,서대문구,홍은1동,8838.0,2163.0,2312.0,2003.0,1771.0,437.0,152.0
212,2015,서대문구,홍은2동,11185.0,3080.0,2886.0,2456.0,2021.0,560.0,182.0
213,2015,서대문구,남가좌1동,1293.0,340.0,334.0,290.0,254.0,48.0,25.0
214,2015,서대문구,남가좌2동,11427.0,4073.0,2737.0,2180.0,1818.0,473.0,146.0
215,2015,서대문구,북가좌1동,6485.0,922.0,1711.0,1747.0,1596.0,376.0,133.0
216,2015,서대문구,북가좌2동,12532.0,2911.0,3421.0,2967.0,2399.0,644.0,190.0
217,2015,서대문구,충현동,7601.0,2766.0,1890.0,1393.0,1141.0,306.0,105.0
218,2015,서대문구,북아현동,4075.0,1485.0,1037.0,749.0,617.0,145.0,42.0
219,2015,서대문구,신촌동,11277.0,7649.0,1782.0,922.0,680.0,186.0,58.0
220,2015,서대문구,연희동,17270.0,7219.0,4011.0,2874.0,2324.0,620.0,222.0
222,2015,마포구,용강동,7848.0,1893.0,2082.0,1825.0,1598.0,355.0,95.0
223,2015,마포구,대흥동,7167.0,3990.0,1621.0,819.0,540.0,145.0,52.0
224,2015,마포구,염리동,6186.0,2422.0,1516.0,1109.0,825.0,239.0,75.0
225,2015,마포구,신수동,8250.0,2922.0,1930.0,1589.0,1351.0,346.0,112.0
226,2015,마포구,서교동,13857.0,7519.0,3030.0,1715.0,1223.0,278.0,92.0
227,2015,마포구,합정동,8039.0,3113.0,2207.0,1385.0,1010.0,264.0,60.0
228,2015,마포구,망원1동,9038.0,3108.0,2453.0,1697.0,1320.0,356.0,104.0
229,2015,마포구,망원2동,7527.0,1866.0,1942.0,1693.0,1563.0,346.0,117.0
230,2015,마포구,연남동,8149.0,3465.0,2084.0,1317.0,950.0,237.0,96.0
231,2015,마포구,성산1동,8368.0,2785.0,2142.0,1672.0,1336.0,334.0,99.0
232,2015,마포구,성산2동,14397.0,3304.0,3788.0,3386.0,3060.0,679.0,180.0
233,2015,마포구,상암동,11513.0,2733.0,2498.0,2560.0,2729.0,798.0,195.0
234,2015,마포구,도화동,8404.0,2216.0,2193.0,1954.0,1515.0,426.0,100.0
235,2015,마포구,서강동,11186.0,4341.0,2488.0,2118.0,1756.0,384.0,99.0
236,2015,마포구,공덕동,14845.0,4435.0,3988.0,3267.0,2429.0,571.0,155.0
237,2015,마포구,아현동,10207.0,2325.0,2889.0,2641.0,1895.0,359.0,98.0
239,2015,양천구,목1동,9974.0,1121.0,1870.0,2976.0,3229.0,616.0,162.0
240,2015,양천구,목2동,11145.0,2638.0,2778.0,2685.0,2344.0,537.0,163.0
241,2015,양천구,목3동,8129.0,2095.0,2121.0,1966.0,1507.0,356.0,84.0
242,2015,양천구,목4동,9184.0,1793.0,1916.0,2238.0,2513.0,584.0,140.0
243,2015,양천구,신월1동,9247.0,2864.0,2400.0,1926.0,1536.0,388.0,133.0
244,2015,양천구,신월2동,7874.0,1425.0,2080.0,1987.0,1735.0,482.0,165.0
245,2015,양천구,신월3동,7188.0,2668.0,1829.0,1349.0,976.0,262.0,104.0
246,2015,양천구,신월4동,6401.0,918.0,1493.0,1760.0,1653.0,436.0,141.0
247,2015,양천구,신월5동,5548.0,1137.0,1380.0,1418.0,1176.0,342.0,95.0
248,2015,양천구,신월6동,4109.0,878.0,1091.0,950.0,882.0,249.0,59.0
249,2015,양천구,신월7동,8360.0,1502.0,2479.0,2218.0,1679.0,378.0,104.0
250,2015,양천구,신정1동,5698.0,744.0,1109.0,1520.0,1828.0,400.0,97.0
251,2015,양천구,신정2동,6697.0,962.0,1314.0,1724.0,2108.0,491.0,98.0
252,2015,양천구,신정3동,18767.0,3883.0,4326.0,4651.0,4449.0,1173.0,285.0
253,2015,양천구,신정6동,7737.0,628.0,1477.0,2372.0,2670.0,483.0,107.0
254,2015,양천구,신정7동,10709.0,2009.0,2636.0,2716.0,2668.0,564.0,116.0
255,2015,양천구,목5동,12863.0,1065.0,2202.0,3876.0,4701.0,865.0,154.0
256,2015,양천구,신정4동,14193.0,4502.0,3705.0,3000.0,2251.0,554.0,181.0
258,2015,강서구,염창동,13241.0,1767.0,2796.0,3682.0,3945.0,847.0,204.0
259,2015,강서구,등촌1동,9392.0,3827.0,1990.0,1738.0,1436.0,320.0,81.0
260,2015,강서구,등촌2동,7457.0,1496.0,1859.0,1948.0,1660.0,381.0,113.0
261,2015,강서구,등촌3동,13678.0,3640.0,3991.0,3183.0,2323.0,437.0,104.0
262,2015,강서구,화곡본동,13764.0,3871.0,3620.0,3088.0,2418.0,597.0,170.0
263,2015,강서구,화곡2동,7339.0,1834.0,1935.0,1705.0,1370.0,409.0,86.0
264,2015,강서구,화곡3동,8194.0,1822.0,2058.0,2054.0,1651.0,465.0,144.0
265,2015,강서구,화곡4동,8802.0,2399.0,2382.0,2015.0,1521.0,386.0,99.0
266,2015,강서구,화곡6동,9553.0,2624.0,2474.0,2145.0,1793.0,411.0,106.0
267,2015,강서구,화곡8동,10104.0,2480.0,2907.0,2336.0,1813.0,439.0,129.0
268,2015,강서구,가양1동,8736.0,2204.0,1976.0,2125.0,1865.0,450.0,116.0
269,2015,강서구,가양2동,7482.0,2817.0,2252.0,1399.0,770.0,191.0,53.0
270,2015,강서구,가양3동,7433.0,2269.0,2362.0,1653.0,901.0,202.0,46.0
271,2015,강서구,발산1동,12678.0,1627.0,2791.0,3318.0,3765.0,958.0,219.0
272,2015,강서구,공항동,8659.0,3432.0,2173.0,1567.0,1101.0,309.0,77.0
273,2015,강서구,방화1동,14570.0,2875.0,3482.0,3575.0,3433.0,939.0,266.0
274,2015,강서구,방화2동,9893.0,3295.0,2644.0,1989.0,1437.0,404.0,124.0
275,2015,강서구,방화3동,10324.0,3053.0,2998.0,2169.0,1643.0,361.0,100.0
276,2015,강서구,화곡1동,21425.0,7385.0,5622.0,4321.0,3127.0,731.0,239.0
277,2015,강서구,우장산동,14912.0,2273.0,3241.0,4012.0,4272.0,892.0,222.0
279,2015,구로구,신도림동,12404.0,1759.0,2955.0,3502.0,3291.0,686.0,211.0
280,2015,구로구,구로1동,7469.0,1149.0,1737.0,2039.0,2052.0,383.0,109.0
281,2015,구로구,구로3동,12548.0,6118.0,2503.0,1898.0,1525.0,370.0,134.0
282,2015,구로구,구로4동,10081.0,3318.0,2892.0,2072.0,1359.0,342.0,98.0
283,2015,구로구,구로5동,12670.0,4317.0,3154.0,2480.0,2072.0,500.0,147.0
284,2015,구로구,고척1동,8883.0,1904.0,2177.0,2126.0,2064.0,460.0,152.0
285,2015,구로구,고척2동,10840.0,2600.0,2585.0,2606.0,2310.0,576.0,163.0
286,2015,구로구,개봉2동,11657.0,1961.0,3054.0,3091.0,2633.0,684.0,234.0
287,2015,구로구,개봉3동,7768.0,1499.0,2085.0,1966.0,1682.0,421.0,115.0
288,2015,구로구,오류1동,8572.0,2831.0,2188.0,1712.0,1355.0,369.0,117.0
289,2015,구로구,오류2동,15026.0,2450.0,3970.0,3573.0,3701.0,1050.0,282.0
290,2015,구로구,수궁동,8772.0,1596.0,2412.0,2230.0,1857.0,515.0,162.0
291,2015,구로구,가리봉동,5029.0,2303.0,1337.0,748.0,468.0,127.0,46.0
292,2015,구로구,구로2동,12153.0,4266.0,3344.0,2229.0,1701.0,454.0,159.0
293,2015,구로구,개봉1동,12656.0,2917.0,3338.0,3017.0,2571.0,610.0,203.0
295,2015,금천구,가산동,10348.0,6116.0,1866.0,1215.0,865.0,218.0,68.0
296,2015,금천구,독산1동,13476.0,5671.0,2934.0,2340.0,1901.0,478.0,152.0
297,2015,금천구,독산2동,8600.0,2742.0,2105.0,1854.0,1447.0,350.0,102.0
298,2015,금천구,독산3동,10825.0,3592.0,2781.0,2259.0,1684.0,392.0,117.0
299,2015,금천구,독산4동,7100.0,2334.0,1723.0,1522.0,1143.0,292.0,86.0
300,2015,금천구,시흥1동,13584.0,3864.0,3497.0,2961.0,2528.0,569.0,165.0
301,2015,금천구,시흥2동,7976.0,1288.0,1969.0,2047.0,2011.0,478.0,183.0
302,2015,금천구,시흥3동,4416.0,905.0,1234.0,1109.0,890.0,214.0,64.0
303,2015,금천구,시흥4동,8411.0,2048.0,2156.0,1948.0,1692.0,448.0,119.0
304,2015,금천구,시흥5동,8707.0,2659.0,2220.0,1844.0,1488.0,377.0,119.0
306,2015,영등포구,여의도동,10910.0,1724.0,3079.0,2994.0,2409.0,534.0,170.0
307,2015,영등포구,당산1동,8532.0,3064.0,2202.0,1647.0,1214.0,321.0,84.0
308,2015,영등포구,당산2동,14390.0,5472.0,3140.0,2713.0,2376.0,501.0,188.0
309,2015,영등포구,양평1동,6971.0,2366.0,1825.0,1436.0,1043.0,231.0,70.0
310,2015,영등포구,양평2동,7951.0,2189.0,1784.0,1805.0,1692.0,362.0,119.0
311,2015,영등포구,신길1동,9079.0,4069.0,2139.0,1440.0,1047.0,304.0,80.0
312,2015,영등포구,신길3동,5894.0,1823.0,1482.0,1228.0,1026.0,272.0,63.0
313,2015,영등포구,신길4동,4570.0,1389.0,1241.0,944.0,736.0,208.0,52.0
314,2015,영등포구,신길5동,5772.0,1837.0,1559.0,1129.0,924.0,233.0,90.0
315,2015,영등포구,신길6동,8386.0,2555.0,2075.0,1817.0,1491.0,357.0,91.0
316,2015,영등포구,신길7동,5199.0,1335.0,1219.0,1196.0,1117.0,259.0,73.0
317,2015,영등포구,대림1동,6044.0,1984.0,1559.0,1259.0,924.0,238.0,80.0
318,2015,영등포구,대림2동,6091.0,2130.0,1727.0,1178.0,790.0,193.0,73.0
319,2015,영등포구,대림3동,10046.0,2798.0,2621.0,2226.0,1848.0,408.0,145.0
320,2015,영등포구,영등포본동,9118.0,2828.0,2243.0,1949.0,1636.0,368.0,94.0
321,2015,영등포구,영등포동,9455.0,5550.0,1850.0,1038.0,764.0,196.0,57.0
322,2015,영등포구,도림동,8523.0,3188.0,2238.0,1595.0,1155.0,271.0,76.0
323,2015,영등포구,문래동,10814.0,2132.0,2664.0,2797.0,2506.0,555.0,160.0
325,2015,동작구,노량진2동,6546.0,2949.0,1584.0,1019.0,740.0,193.0,61.0
326,2015,동작구,상도1동,19365.0,7160.0,4216.0,3862.0,3190.0,745.0,192.0
327,2015,동작구,상도2동,9970.0,3390.0,2391.0,1954.0,1722.0,389.0,124.0
328,2015,동작구,상도3동,9690.0,3017.0,2383.0,2071.0,1631.0,423.0,165.0
329,2015,동작구,상도4동,11234.0,3075.0,2907.0,2542.0,2074.0,502.0,134.0
330,2015,동작구,사당1동,10633.0,4615.0,2654.0,1773.0,1203.0,297.0,91.0
331,2015,동작구,사당3동,8843.0,2136.0,2360.0,2034.0,1762.0,428.0,123.0
332,2015,동작구,사당4동,5907.0,1713.0,1650.0,1276.0,997.0,223.0,48.0
333,2015,동작구,사당5동,5257.0,1524.0,1363.0,1190.0,880.0,238.0,62.0
334,2015,동작구,대방동,14460.0,4042.0,3270.0,3056.0,3140.0,750.0,202.0
335,2015,동작구,신대방1동,9009.0,2296.0,2045.0,2032.0,2003.0,508.0,125.0
336,2015,동작구,신대방2동,7944.0,2431.0,1810.0,1653.0,1542.0,393.0,115.0
337,2015,동작구,흑석동,14705.0,5630.0,3213.0,2794.0,2321.0,551.0,196.0
338,2015,동작구,노량진1동,16295.0,7270.0,3327.0,2728.0,2261.0,553.0,156.0
339,2015,동작구,사당2동,11142.0,2706.0,3117.0,2717.0,1991.0,467.0,144.0
341,2015,관악구,보라매동,10455.0,3576.0,2672.0,2094.0,1583.0,412.0,118.0
342,2015,관악구,청림동,6070.0,1284.0,1611.0,1583.0,1234.0,255.0,103.0
343,2015,관악구,행운동,14676.0,7456.0,3242.0,1977.0,1511.0,352.0,138.0
344,2015,관악구,낙성대동,9262.0,5449.0,1765.0,1064.0,717.0,209.0,58.0
345,2015,관악구,중앙동,7341.0,3767.0,1659.0,961.0,701.0,203.0,50.0
346,2015,관악구,인헌동,12839.0,5732.0,2897.0,2040.0,1666.0,383.0,121.0
347,2015,관악구,남현동,7705.0,2917.0,2038.0,1385.0,1055.0,247.0,63.0
348,2015,관악구,서원동,11642.0,5836.0,2686.0,1716.0,1068.0,256.0,80.0
349,2015,관악구,신원동,8518.0,3605.0,2214.0,1437.0,967.0,222.0,73.0
350,2015,관악구,서림동,12620.0,7016.0,2376.0,1627.0,1174.0,316.0,111.0
351,2015,관악구,신사동,11160.0,5321.0,2452.0,1696.0,1288.0,308.0,95.0
352,2015,관악구,신림동,12726.0,9098.0,2181.0,812.0,484.0,123.0,25.0
353,2015,관악구,난향동,5818.0,1090.0,1496.0,1453.0,1316.0,364.0,99.0
354,2015,관악구,조원동,8297.0,3927.0,1975.0,1199.0,906.0,230.0,60.0
355,2015,관악구,대학동,13540.0,8984.0,1989.0,1288.0,965.0,239.0,75.0
356,2015,관악구,은천동,13963.0,4181.0,3498.0,3058.0,2483.0,563.0,180.0
357,2015,관악구,성현동,11871.0,2400.0,3105.0,2920.0,2642.0,624.0,180.0
358,2015,관악구,청룡동,15766.0,9221.0,3042.0,1763.0,1278.0,366.0,96.0
359,2015,관악구,난곡동,11627.0,3364.0,3050.0,2595.0,1965.0,500.0,153.0
360,2015,관악구,삼성동,10327.0,2736.0,2809.0,2282.0,1851.0,492.0,157.0
361,2015,관악구,미성동,12413.0,3342.0,3137.0,2763.0,2378.0,626.0,167.0
363,2015,서초구,서초1동,8025.0,2678.0,1892.0,1659.0,1335.0,336.0,125.0
364,2015,서초구,서초2동,7466.0,1902.0,1857.0,1793.0,1465.0,350.0,99.0
365,2015,서초구,서초3동,10743.0,3095.0,2748.0,2293.0,1910.0,517.0,180.0
366,2015,서초구,서초4동,8834.0,1277.0,1896.0,2388.0,2580.0,549.0,144.0
367,2015,서초구,잠원동,12096.0,3127.0,2912.0,2814.0,2607.0,503.0,133.0
368,2015,서초구,반포본동,3717.0,265.0,841.0,1077.0,1195.0,263.0,76.0
369,2015,서초구,반포1동,12166.0,4826.0,2333.0,2200.0,2121.0,515.0,171.0
370,2015,서초구,반포2동,5592.0,499.0,1127.0,1595.0,1779.0,461.0,131.0
371,2015,서초구,반포3동,6356.0,759.0,1430.0,1850.0,1853.0,393.0,71.0
372,2015,서초구,반포4동,6476.0,1079.0,1590.0,1766.0,1578.0,359.0,104.0
373,2015,서초구,방배본동,7141.0,1475.0,1606.0,1704.0,1778.0,427.0,151.0
374,2015,서초구,방배1동,6480.0,1914.0,1693.0,1430.0,1094.0,265.0,84.0
375,2015,서초구,방배2동,10111.0,2594.0,2689.0,2272.0,1961.0,464.0,131.0
376,2015,서초구,방배3동,7866.0,1359.0,2079.0,2102.0,1775.0,435.0,116.0
377,2015,서초구,방배4동,9295.0,2407.0,2288.0,2157.0,1830.0,480.0,133.0
378,2015,서초구,양재1동,16182.0,3689.0,4066.0,3523.0,3342.0,1202.0,360.0
379,2015,서초구,양재2동,9402.0,3428.0,2371.0,1721.0,1399.0,388.0,95.0
380,2015,서초구,내곡동,6083.0,1123.0,1675.0,1590.0,1227.0,348.0,120.0
382,2015,강남구,신사동,6861.0,2074.0,1857.0,1450.0,1132.0,274.0,74.0
383,2015,강남구,논현1동,12205.0,6419.0,3068.0,1440.0,944.0,248.0,86.0
384,2015,강남구,논현2동,9983.0,4063.0,2681.0,1710.0,1139.0,299.0,91.0
385,2015,강남구,삼성1동,5137.0,1142.0,1332.0,1279.0,1063.0,236.0,85.0
386,2015,강남구,삼성2동,11587.0,3659.0,2724.0,2409.0,2206.0,465.0,124.0
387,2015,강남구,대치1동,5857.0,288.0,964.0,1734.0,2253.0,505.0,113.0
388,2015,강남구,대치4동,9166.0,3779.0,2238.0,1542.0,1251.0,282.0,74.0
389,2015,강남구,역삼1동,18741.0,10553.0,4542.0,2041.0,1155.0,336.0,114.0
390,2015,강남구,역삼2동,12666.0,3771.0,2754.0,2750.0,2695.0,554.0,142.0
391,2015,강남구,도곡1동,7581.0,1651.0,1727.0,1914.0,1812.0,353.0,124.0
392,2015,강남구,도곡2동,10835.0,1435.0,2586.0,3154.0,2891.0,619.0,150.0
393,2015,강남구,개포1동,7716.0,1748.0,2067.0,1861.0,1621.0,351.0,68.0
394,2015,강남구,개포4동,8254.0,2408.0,2041.0,1818.0,1517.0,387.0,83.0
395,2015,강남구,일원본동,7571.0,908.0,1612.0,2067.0,2360.0,492.0,132.0
396,2015,강남구,일원1동,6856.0,2186.0,1785.0,1407.0,1110.0,285.0,83.0
397,2015,강남구,일원2동,6168.0,1511.0,1731.0,1473.0,1188.0,215.0,50.0
398,2015,강남구,수서동,6948.0,2412.0,2340.0,1313.0,697.0,146.0,40.0
399,2015,강남구,세곡동,14422.0,3573.0,3183.0,3004.0,3131.0,1142.0,389.0
400,2015,강남구,압구정동,9321.0,1773.0,2665.0,2451.0,1843.0,445.0,144.0
401,2015,강남구,청담동,10797.0,2806.0,2746.0,2562.0,2061.0,478.0,144.0
402,2015,강남구,대치2동,12604.0,1544.0,2465.0,3588.0,4102.0,756.0,149.0
403,2015,강남구,개포2동,10081.0,2194.0,2506.0,2510.0,2343.0,454.0,74.0
405,2015,송파구,풍납1동,6859.0,2047.0,1744.0,1504.0,1163.0,305.0,96.0
406,2015,송파구,풍납2동,9695.0,2360.0,2263.0,2365.0,2155.0,413.0,139.0
407,2015,송파구,거여1동,5162.0,1140.0,1197.0,1206.0,1206.0,326.0,87.0
408,2015,송파구,거여2동,9169.0,2198.0,2469.0,2121.0,1842.0,418.0,121.0
409,2015,송파구,마천1동,8211.0,2038.0,2140.0,1826.0,1597.0,477.0,133.0
410,2015,송파구,마천2동,7608.0,1726.0,2090.0,1778.0,1529.0,372.0,113.0
411,2015,송파구,방이1동,5440.0,1065.0,1233.0,1320.0,1386.0,324.0,112.0
412,2015,송파구,방이2동,10811.0,4047.0,2701.0,2107.0,1521.0,345.0,90.0
413,2015,송파구,오륜동,5539.0,288.0,1094.0,1672.0,1969.0,410.0,106.0
414,2015,송파구,오금동,12233.0,2220.0,3021.0,3126.0,3014.0,676.0,176.0
415,2015,송파구,송파1동,10717.0,3697.0,2669.0,2167.0,1678.0,401.0,105.0
416,2015,송파구,송파2동,6802.0,859.0,1530.0,1933.0,1889.0,476.0,115.0
417,2015,송파구,석촌동,14241.0,5077.0,3644.0,2666.0,2209.0,506.0,139.0
418,2015,송파구,삼전동,13888.0,4861.0,3601.0,2703.0,2107.0,500.0,116.0
419,2015,송파구,가락본동,10227.0,2603.0,2467.0,2405.0,2138.0,491.0,123.0
420,2015,송파구,가락1동,215.0,20.0,48.0,56.0,65.0,20.0,0.0
421,2015,송파구,가락2동,11199.0,1805.0,2389.0,2914.0,3231.0,688.0,172.0
422,2015,송파구,문정1동,7457.0,1535.0,1800.0,1880.0,1721.0,407.0,114.0
423,2015,송파구,문정2동,6760.0,2129.0,1557.0,1418.0,1277.0,273.0,106.0
424,2015,송파구,장지동,12145.0,2257.0,3040.0,3065.0,2870.0,727.0,186.0
425,2015,송파구,위례동,3493.0,426.0,763.0,809.0,1039.0,361.0,95.0
426,2015,송파구,잠실본동,12782.0,5036.0,3147.0,2316.0,1774.0,400.0,109.0
427,2015,송파구,잠실4동,9545.0,1064.0,2229.0,2912.0,2670.0,544.0,126.0
428,2015,송파구,잠실6동,5409.0,546.0,1367.0,1629.0,1439.0,334.0,94.0
429,2015,송파구,잠실7동,3172.0,291.0,866.0,914.0,889.0,162.0,50.0
430,2015,송파구,잠실2동,10995.0,1136.0,2016.0,3157.0,3911.0,644.0,131.0
431,2015,송파구,잠실3동,11167.0,1010.0,2569.0,3365.0,3346.0,717.0,160.0
433,2015,강동구,강일동,10109.0,1048.0,2206.0,2381.0,3110.0,1093.0,271.0
434,2015,강동구,상일동,8280.0,1268.0,2012.0,2286.0,2149.0,472.0,93.0
435,2015,강동구,명일1동,7661.0,1322.0,1662.0,2037.0,2061.0,449.0,130.0
436,2015,강동구,명일2동,5482.0,550.0,1098.0,1471.0,1856.0,409.0,98.0
437,2015,강동구,고덕1동,5209.0,878.0,1061.0,1346.0,1450.0,372.0,102.0
438,2015,강동구,고덕2동,3677.0,1254.0,888.0,758.0,592.0,147.0,38.0
439,2015,강동구,암사2동,5662.0,1254.0,1372.0,1404.0,1317.0,244.0,71.0
440,2015,강동구,암사3동,5808.0,589.0,1218.0,1696.0,1834.0,370.0,101.0
441,2015,강동구,천호1동,11174.0,3213.0,2919.0,2476.0,1961.0,463.0,142.0
442,2015,강동구,천호3동,10606.0,3830.0,2840.0,2051.0,1408.0,340.0,137.0
443,2015,강동구,성내1동,6686.0,1404.0,1560.0,1760.0,1477.0,380.0,105.0
444,2015,강동구,성내2동,10719.0,3945.0,2794.0,2010.0,1492.0,351.0,127.0
445,2015,강동구,성내3동,9339.0,2514.0,2371.0,2152.0,1769.0,430.0,103.0
446,2015,강동구,둔촌1동,5865.0,552.0,1338.0,1830.0,1784.0,313.0,48.0
447,2015,강동구,둔촌2동,9839.0,1957.0,2317.0,2510.0,2370.0,541.0,144.0
448,2015,강동구,암사1동,14086.0,3966.0,3543.0,3150.0,2619.0,614.0,194.0
449,2015,강동구,천호2동,14853.0,5212.0,3940.0,2825.0,2211.0,497.0,168.0
450,2015,강동구,길동,19039.0,5141.0,4738.0,4335.0,3713.0,859.0,253.0
451,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
